Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2015,87.13,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2016,92.45,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2017,61.12,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2018,76.66,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2019,85.08,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2020,91.83,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2021,88.28,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2022,71.86,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2007,107.93,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2008,118.35,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2009,91.92,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2010,87.31,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2011,94.18,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2012,89.87,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2013,111.29,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2014,101.5,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2015,89.9,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2016,79.81,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2017,93.36,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2018,76.08,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2019,91.18,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2020,85.2,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2021,89.58,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2022,74.95,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2007,37.17,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2008,36.57,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2009,31.92,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2010,30.02,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2011,38.4,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2012,31.58,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2013,28.01,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2014,35.63,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2015,29.48,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2016,29.28,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2017,21.83,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2018,27.81,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2019,23.2,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2020,27.68,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2021,24.76,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2022,20.37,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2007,11.48,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2008,9.23,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2009,8.85,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2010,7.77,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2011,6.89,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2012,8.99,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2013,21.56,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2014,6.86,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2015,11.89,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2016,6.56,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2017,6.7,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2018,5.84,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2019,6.16,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2020,7.53,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2021,7.24,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2022,7.15,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2007,990.35,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2008,971.59,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2009,834.01,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2010,887.42,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2011,952.43,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2012,963.19,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2013,934.16,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2014,849.68,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2015,942.3,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2016,1063.81,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2017,1025.92,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2018,929.81,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2019,987.73,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2020,944.34,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2021,834.31,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2022,785.61,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2007,1475.85,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2008,1469.19,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2009,1412,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2010,1414.21,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2011,1509.15,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2012,1475.88,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2013,1483.91,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2014,1538.9,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2015,1663.03,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2016,1576.23,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2017,1567.21,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2018,1501.95,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2019,1612.03,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2020,1562.6,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2021,1616.75,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2022,1628.21,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2007,7328.71,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2008,7082.34,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2009,7038.69,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2010,7082.6,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2011,7396.8,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2012,7924.45,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2013,8324.71,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2014,8216.92,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2015,7949.89,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2016,7902,Kilotonnes,Carbon dioxide equivalents
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,2017,8121.54,Kilotonnes,Carbon dioxide equivalents
